kwtts001001001_0	整理床单位
ttskw00004668	那是有钱捏一捏
ttskw00004669	这没看过来来穿衣服哦
ttskw00004670	我也没有办法头头部按摩一下
ttskw00004671	腿有没有不舒服
ttskw00004672	有的按摩简单的
ttskw00004673	擦身嗯
ttskw00004674	先量血压哈
ttskw00004675	再揉揉挞挞
ttskw00004676	再捏肩揉揉背
ttskw00004677	不好搞捏捏肩
ttskw00004678	这个我弄我给你按摩
ttskw00004679	按摩点四季
ttskw00004680	足底边走边按摩
ttskw00004681	揉一揉泡一泡
ttskw00004682	未来的水温可以吗
ttskw00004683	那水温可以吗
ttskw00004684	他平时穿衣服
ttskw00004685	要是给他起来洗脚
ttskw00004686	就留下洗澡洗脚的时间
ttskw00004687	我们先进屋擦身
ttskw00004688	进屋给你擦完身
ttskw00004689	我说你敢穿衣服
ttskw00004690	来把衣服穿上啊
ttskw00004691	手也擦擦啊嗯
ttskw00004692	来给你按按摩
ttskw00004693	给你按摩吧
ttskw00004694	按摩器按摩器按摩啊
ttskw00004695	擦一擦擦好了哈擦好了
ttskw00004696	水温可以了
ttskw00004697	然后他头我给你按摩按摩
ttskw00004698	揉揉你的太高了哇
ttskw00004699	嗯嗯关门干啥呀嗯
ttskw00004700	捏一捏揉一揉不动
ttskw00004701	活动捏肩揉揉背
ttskw00004702	把床单换被套
ttskw00004703	按摩老师小猪
ttskw00004704	明天帮你按摩啊啊没有联系
ttskw00004705	我一直感觉就是按摩
ttskw00004706	我靠按摩吧
ttskw00004707	哎烫不烫
ttskw00004708	有我们按摩一下哈
ttskw00004709	我在擦脸来洗洗手吧
ttskw00004710	量一下血压量量血压哈
ttskw00004711	裤子穿好
ttskw00004712	来揉一揉脚
ttskw00004713	要不要小便要小便吗
ttskw00004714	小城市啊要小便吗
ttskw00004715	要不要小便啊
ttskw00004716	来擦擦嘴
ttskw00004717	每天要洗几次洗屁股
ttskw00004718	们还是早上起来洗洗脚啊
ttskw00004719	洗洗脚弄好饭
ttskw00004720	我给你按摩一会儿啊
ttskw00004721	哎你看嗯再擦擦后背哈
ttskw00004722	咱把衣服穿好
ttskw00004723	整理床单还被套
ttskw00004724	来我们按摩腰哈
ttskw00004725	他天天擦屁股
ttskw00004726	馄饨你们定了嗯捏捏肩揉揉背
ttskw00004727	整理床单叠被子四分出来了
ttskw00004728	然后帮我配按摩按摩
ttskw00004729	就你衣服衣服脱的太厉害了
ttskw00004730	按摩就好了
ttskw00004731	灌窗关门泡澡
ttskw00004732	咔咔声咔咔水准备穿衣服啊
ttskw00004733	我们穿穿衣服啊
ttskw00004734	把饺子来穿裤子啊
ttskw00004735	把这个衣服脱了嗯
ttskw00004736	推一下腿对捏一捏
ttskw00004737	你泡脚泡脚的东西
ttskw00004738	捏一揉一揉
ttskw00004739	擦擦嘴呀
ttskw00004740	来来来来来按摩按摩
ttskw00004741	再开空调
ttskw00004742	这个客户呢本身是天天做按摩的
ttskw00004743	稍微揉一揉
ttskw00004744	再用擦的再擦一下
ttskw00004745	你要讲啊那一遍再擦干净没用的啊
ttskw00004746	要不要按摩按按摩说话给门了
ttskw00004747	就是在你那发送按摩了
ttskw00004748	穿衣服的
ttskw00004749	你一年揉一揉活动的
ttskw00004750	你一年揉一揉
ttskw00004751	活动那里你一年揉一揉
ttskw00004752	按个摩
ttskw00004753	我给你揉一揉腿
ttskw00004754	我给你擦擦干
ttskw00004755	我去打热水给你泡泡脚
ttskw00004756	脱鞋子脱脱衣服
ttskw00004757	我们就是护理的呀啊不是按摩
ttskw00004758	不叫按摩
ttskw00004759	让双脚边走边按摩
ttskw00004760	我要拿去按摩他脾气的
ttskw00004761	我屁股再擦一下
ttskw00004762	来把手擦干修改放下来
ttskw00004763	我要把脚擦一下
ttskw00004764	先把你擦脸
ttskw00004765	我们洗脚了十分钟
ttskw00004766	没天天坚持泡脚
ttskw00004767	烫不烫眼睛
ttskw00004768	还有没有不舒服有没有不舒服
ttskw00004769	那我们就先按摩哈
ttskw00004770	我们先按摩哈许吗
ttskw00004771	你要是说就让他按摩揉揉肚子
ttskw00004772	让揉揉捏捏是
ttskw00004773	就给他给他洗脚是吧
ttskw00004774	洗脚脱鞋或者是哦
ttskw00004775	那你也经常按摩一下啊
ttskw00004776	这是我的妈妈这是我的妈妈穿衣服
ttskw00004777	不给穿裤子啊啊
ttskw00004778	今天只打了一次按摩器
ttskw00004779	这个按摩取出来没做什么
ttskw00004780	按摩到昨天
ttskw00004781	这个我弄我给你按摩他很细啊
ttskw00004782	我给你揉一揉按摩一下
ttskw00004783	我们先按摩一下啊
ttskw00004784	就先给他按摩好了
ttskw00004785	我们先揉揉胳膊哈来
ttskw00004786	一个单子还能够按摩
ttskw00004787	我们再揉揉肚子
ttskw00004788	你想按摩
ttskw00004789	我给你放点盐捏一下我们自己学过
ttskw00004790	干毛巾擦擦头发
ttskw00004791	穿好裤子
ttskw00004792	小生谁来帮你按摩
ttskw00004793	就是进自己洗发水
ttskw00004794	铺一铺床
ttskw00004795	有一个按摩器猛一血晕了
ttskw00004796	就怎么怎么给按摩了
ttskw00004797	泡脚一样啊
ttskw00004798	可以出来按摩了
ttskw00004799	把药给他多揉一揉今天没有呀
ttskw00004800	按摩按摩按摩按摩按摩好了吗
ttskw00004801	我们揉揉捏一捏让
ttskw00004802	按按摩
ttskw00004803	擦擦睡觉哦
ttskw00004804	自己擦不痛嗯嗯你自己擦一下
ttskw00004805	咱们穿衣服
ttskw00004806	穿衣服你就好好休息了
ttskw00004807	抬一下腿穿裤子
ttskw00004808	我就多给你揉一揉嗯
ttskw00004809	棉签擦一擦
ttskw00004810	按摩按摩按摩按摩按摩按摩啊这个
ttskw00004811	他们按摩
ttskw00004812	他们按摩按摩他们设备
ttskw00004813	他们按摩他们设备
ttskw00004814	他们按摩他们嗯
ttskw00004815	我帮你揉一揉捏捏我可以吗
ttskw00004816	得了一个那个就是按摩仪
ttskw00004817	我来给你按摩
ttskw00004818	这还有一个好坐下来按摩
ttskw00004819	然后洗发洗发水洗发水洗发水
ttskw00004820	洗发洗发水
ttskw00004821	哥哥那个网络按摩上的
ttskw00004822	你和美女按摩按摩完了
ttskw00004823	被动帮你揉一揉立面这也不是
ttskw00004824	给你接一手手背捏一捏揉一揉
ttskw00004825	随便他整理床单
ttskw00004826	哎给他按摩吧
ttskw00004827	按摩机按摩按摩按摩器打枪的嗯
ttskw00004828	来阿姨泡脚
ttskw00004829	看看烫不烫呀
ttskw00004830	正好正好我起来关门嗯
ttskw00004831	你那时候看过一个嗯捏一捏揉一揉
ttskw00004832	来我们揉揉脚啊
ttskw00004833	纯棉裤子按摩的干嘛
ttskw00004834	揉一揉活动活动哎呀
ttskw00004835	活动活动这个上面擦一下
ttskw00004836	包腿的揉揉腰
ttskw00004837	给你按摩是吧
ttskw00004838	打了两个都擦擦去了
ttskw00004839	你叫衣服穿上
ttskw00004840	咱们先捏捏肩放松放松啊
ttskw00004841	最后这样啊揉揉捏捏
ttskw00004842	我擦一擦给它丢掉
ttskw00004843	给你按摩按摩吃好了啊
ttskw00004844	我要脱衣服啦
ttskw00004845	小林给我一张餐巾纸
ttskw00004846	我们先揉揉腿
ttskw00004847	来转过来捏捏腿捏捏腿
ttskw00004848	先给你揉揉
ttskw00004849	期待你把这边整个擦一下哦哦
ttskw00004850	痛还痛吗
ttskw00004851	我给你捏一捏活动活动轻松一下对
ttskw00004852	揉一揉搓一搓味道大不大呀
ttskw00004853	你擦擦干啊
ttskw00004854	我洗发水他硬了
ttskw00004855	那种泡脚
ttskw00004856	是关窗关门
ttskw00004857	六穿衣服
ttskw00004858	来捏捏腿
ttskw00004859	那捏捏肩揉揉背爱捏揉一揉
ttskw00004860	床单换被套
ttskw00004861	我先给你揉揉脚
ttskw00004862	擦完手
ttskw00004863	把脚洗洗发烧了是宝宝恶魔恶魔
ttskw00004864	这面料老舒服的来把脚抬起来
ttskw00004865	你先洗脚喽
ttskw00004866	下班咱就穿衣服啊
ttskw00004867	我们穿裤子了哦
ttskw00004868	小狗头来怎么脱衣服啊
ttskw00004869	那你要把裤脱了吧
ttskw00004870	我不想见脱裤子
ttskw00004871	怎么做这个按按摩按摩
ttskw00004872	来捏捏肩揉揉背
ttskw00004873	那衣服穿上准备我走了啊
ttskw00004874	捏捏肩滑动滑动
ttskw00004875	现在属于抬抬腿
ttskw00004876	来我们揉揉腿
ttskw00004877	来我们按摩哈
ttskw00004878	也擦一下哈
ttskw00004879	我现在擦背啊
ttskw00004880	就是我帮你揉一揉
ttskw00004881	揉一揉运动舒服吧妈妈真想体验价
ttskw00004882	我给你现在给你按摩
ttskw00004883	捏捏肉肉
ttskw00004884	好了嗯我去这么痛吗痛吗痛吗是啊
ttskw00004885	关键一下水都痛不痛
ttskw00004886	今天还是做个按摩是吧
ttskw00004887	你就是按摩我今年稍等一下
ttskw00004888	对你帮我这边有这边再揉一揉速度
ttskw00004889	杨教授冷不冷
ttskw00004890	在按摩啊按摩腿按摩腰
ttskw00004891	在擦身哈胖的嗯
ttskw00004892	帮你揉揉捏一捏就是那个贝壳老房
ttskw00004893	不是泡脚器
ttskw00004894	来给你按摩呀
ttskw00004895	来把脚抬起来
ttskw00004896	来说说我们妈妈水擦擦水
ttskw00004897	我们穿衣服计划信号嗯
ttskw00004898	我们把裤子穿上啊
ttskw00004899	他说我不能给你揉揉
ttskw00004900	再疼我说我给你揉揉
ttskw00004901	我说我给你揉揉
ttskw00004902	现在好了好了穿上衣服一趟了嗯
ttskw00004903	我给你揉揉啊
ttskw00004904	我帮你揉揉练一练
ttskw00004905	把脚洗洗发烧了
ttskw00004906	再给你揉揉下面啊
ttskw00004907	按摩手套按摩一下
ttskw00004908	这身上都有泡脚的
ttskw00004909	搞的泡脚
ttskw00004910	捏捏肩揉揉背哎呀
ttskw00004911	之后你赶快给他揉揉弄弄
ttskw00004912	给你揉揉脚啊
ttskw00004913	协助关闭脱衣服
ttskw00004914	换枕套
ttskw00004915	抬抬脚
ttskw00004916	我给你按摩去
ttskw00004917	我来了给你按摩按摩
ttskw00004918	你要换个短裤啊
ttskw00004919	那换个短裤啊嗯等会儿别忘了啊
ttskw00004920	我这边抽掉了屁股洗一下啊
ttskw00004921	巴拉巴拉屁股洗一下
ttskw00004922	明天我们换衣服啊
ttskw00004923	然后换一条裤子也行
ttskw00004924	就是你在金融我们换衣服
ttskw00004925	现在水温怎么样
ttskw00004926	张老师烫不烫所有人
ttskw00004927	把衣服换个裤子好
ttskw00004928	秤一秤的擦一擦来中间的值
ttskw00004929	擦身了
ttskw00004930	穿上衣服好啦
ttskw00004931	人在这里换一下裤子短裤
ttskw00004932	换下被套
ttskw00004933	换个衣服换个裤子啊
ttskw00004934	我给你擦擦啊
ttskw00004935	嗯嗯可以嗯嗯我给你擦脸
ttskw00004936	拿湿纸巾打开地漏
ttskw00004937	我问你小便不小便
ttskw00004938	来先擦脸
ttskw00004939	开空调特别大的都能办啊
ttskw00004940	接下来半夜穿衣服
ttskw00004941	哎爷爷脱裤子脱袜子
ttskw00004942	小便来你能不能排站起来
ttskw00004943	我给你泡脚了
ttskw00004944	嗯换一下短裤
ttskw00004945	你热不热呀
ttskw00004946	再把衣服给换了
ttskw00004947	你水温怎么样啊
ttskw00004948	准备洗漱用品是拿湿纸巾
ttskw00004949	抬胳膊穿衣服
ttskw00004950	他说的我换衣服了啊
ttskw00004951	今天因为张老师要换衣服
ttskw00004952	我们擦干脚还可以继续吧
ttskw00004953	短裤换一下吧
ttskw00004954	铺下床看一下床单
ttskw00004955	脱一下裤子脱一下
ttskw00004956	来擦擦腿
ttskw00004957	我要住上防滑垫
ttskw00004958	害怕关窗打开地漏
ttskw00004959	这儿疼不疼疼不疼不痛不痛呀
ttskw00004960	我给你换衣服
ttskw00004961	咱洗头啊是再加一点水
ttskw00004962	关上门啊
ttskw00004963	我问你疼不疼
ttskw00004964	穿上衣服了啊
ttskw00004965	枕头枕头套套好
ttskw00004966	给他换衣服
ttskw00004967	衣服换换衣服都删掉了
ttskw00004968	屁股不痛吗
ttskw00004969	大概穿衣服
ttskw00004970	胸前背后擦一擦腋下擦一擦
ttskw00004971	洗屁股来
ttskw00004972	我都入了洗屁股了
ttskw00004973	哇哦水温怎么样
ttskw00004974	我们村脱衣服
ttskw00004975	这个啊嗯换裤子啊
ttskw00004976	我说我来关门的
ttskw00004977	换衣服的是吧嗯
ttskw00004978	人家擦干净了
ttskw00004979	拿沐浴露洗头膏
ttskw00004980	看着摸着是干的关窗
ttskw00004981	年后被大雨穿上衣服
ttskw00004982	来换个衣服换个裤子
ttskw00004983	我给你擦背
ttskw00004984	擦擦背
ttskw00004985	嗯打点洗头膏哦
ttskw00004986	再打点洗头膏
ttskw00004987	水温怎么样烫不烫不烫吧
ttskw00004988	关窗不
ttskw00004989	来来来穿衣服来来给我好嘞那个
ttskw00004990	脱衣服好好
ttskw00004991	哎呀你自己脱衣服
ttskw00004992	你脱衣服呀哦哦干嘛
ttskw00004993	裤子换换一个裤子啊
ttskw00004994	我头不洗头
ttskw00004995	小弟弟水温怎么样
ttskw00004996	哎呀嗯关窗关门
ttskw00004997	昨天晚上在家换衣服
ttskw00004998	擦擦头擦擦头
ttskw00004999	新鲜长头发再洗一遍啊
ttskw00005000	关窗铺地垫儿开水起来吧
ttskw00005001	我在换衣服
ttskw00005002	换换被罩的衣服呀
ttskw00005003	换衣服一换
ttskw00005004	来我们擦擦水
ttskw00005005	来穿裤子排水抬腿来啊
ttskw00005007	对洗发水穿着不舒服
ttskw00005008	打的洗头膏啊洗洗头发
ttskw00005009	关窗关窗关窗关窗关窗
ttskw00005010	穿个裤子好了好了好了
ttskw00005011	要洗头
ttskw00005012	洗洗洗洗现在今天洗头行
ttskw00005013	等他洗屁股
ttskw00005014	等一会再穿衣服
ttskw00005015	我嗯来打点洗头膏啊洗头
ttskw00005016	洗洗脚鞋来
ttskw00005017	关窗准备一下
ttskw00005018	要换换衣服
ttskw00005019	整理床
ttskw00005020	所以没给他泡脚
ttskw00005021	明天得给他泡脚啊
ttskw00005022	嗯来你擦嘴站起来啊
ttskw00005023	把沐浴露擦一擦冲一冲
ttskw00005024	你洗脚
ttskw00005025	换厚裤子
ttskw00005026	然后先擦背啊
ttskw00005027	我昨天穿衣服冷是吧
ttskw00005028	坐起来小便吗
ttskw00005029	老太太把脚擦干
ttskw00005030	擦腿部
ttskw00005032	来来躺下哎
ttskw00005033	尝尝烫不烫烫完好吧
ttskw00005034	好穿裤子
ttskw00005035	来能不能做起来来
ttskw00005036	脱裤子脱袜子脱裤子
ttskw00005037	一屁股抬一下啊
ttskw00005038	一屁股抬出来
ttskw00005039	肢体哪次活动不方便
ttskw00005040	要不要小便
ttskw00005041	我们先擦脸
ttskw00005042	关闭关窗
ttskw00005043	那这样会不会舒服吗
ttskw00005044	给我们换裤子可以抬一下
ttskw00005045	那裤子脱下来
ttskw00005046	脚抬一下脚能不能抬起来
ttskw00005047	脚抬一下来
ttskw00005048	要大便啊
ttskw00005049	肚子疼啊
ttskw00005050	等一下还没有小便呢
ttskw00005051	擦手背也想嗯
ttskw00005052	我们用纸巾把脚趾放到水底下啊
ttskw00005053	通用纸巾把脚趾放到水里洗干
ttskw00005054	我们站起来把裤子拉上来过来
ttskw00005055	等一下等一下裤子脱下来
ttskw00005056	破袜子脱袜子脱裤子
ttskw00005057	要大便吗
ttskw00005058	阿婆有小便吗
ttskw00005059	整理好床
ttskw00005060	我穿的衣服是开学
ttskw00005061	为偏瘫老年人进行穿脱衣训练
ttskw00005062	先拿着水来洗脚啊
ttskw00005063	就让他洗个脚
ttskw00005064	把脚擦一擦擦干
ttskw00005065	在泡泡脚
ttskw00005066	洗洗手洗洗脸水温怎么样
ttskw00005067	这个天好哈嗯冷不冷
ttskw00005068	你把它擦干啊
ttskw00005069	擦揩擦干凉了
ttskw00005070	嘴巴先擦干净啊
ttskw00005071	来茶杯擦后背
ttskw00005072	干嘛来擦擦脸
ttskw00005073	这翻身啊嗯
ttskw00005074	水烫不烫不烫啊
ttskw00005075	嗯关窗关门来
ttskw00005076	裤子穿好了
ttskw00005077	来胳膊伸起来脱衣服脱衣服啊
ttskw00005078	来屁股太太脱裤子啊
ttskw00005079	请问怎么样烫不烫
ttskw00005080	两个人穿衣服
ttskw00005081	脱裤子插插头的
ttskw00005082	底部都擦干
ttskw00005083	腹部擦背部
ttskw00005084	腿部我擦了
ttskw00005085	用纸巾把胶纸放到水水吸干
ttskw00005086	裤子穿起来可以看一下
ttskw00005087	脱衣服外套脱掉
ttskw00005088	把裤子脱下
ttskw00005089	觉能抬起来吗
ttskw00005090	看不看可以擦前胸
ttskw00005091	擦前胸插腋下天天有问题
ttskw00005092	擦擦干喂
ttskw00005093	看不看擦后背
ttskw00005094	他洗发露还有洗发露
ttskw00005095	沐浴洗发露
ttskw00005096	为什么水温怎么样
ttskw00005097	来再冲一遍水烫不烫
ttskw00005098	洗头发水烫不烫
ttskw00005099	他他嗯脱裤子
ttskw00005100	给你擦擦干
ttskw00005101	擦前胸看后背
ttskw00005102	擦擦耳朵
ttskw00005103	擦擦了点擦擦眼睛
ttskw00005104	来差擦点水温怎么样
ttskw00005105	擦擦脸好药
ttskw00005106	这个你把衣服脱了
ttskw00005107	脱裤子有太阳
ttskw00005108	我是今天给他擦身呀
ttskw00005109	擦身我衣服拿好了呀
ttskw00005110	那前面擦前胸
ttskw00005111	这个角擦一擦擦一擦好不好
ttskw00005112	要擦背背
ttskw00005113	然后擦背背靠背
ttskw00005114	快点擦擦脸
ttskw00005115	洗洗手水温怎么样
ttskw00005116	看看水温怎么样哦
ttskw00005117	擦干擦一擦脱衣服
ttskw00005118	我给你擦前胸
ttskw00005119	你把嘴擦擦啊
ttskw00005120	擦擦嘴啊
ttskw00005121	我给你擦后背啊
ttskw00005122	来先擦擦脸啊啊
ttskw00005123	翻过身
ttskw00005124	水烫不烫啊
ttskw00005125	关窗关门那啥味道
ttskw00005126	来穿裤子啦
ttskw00005127	来来来脱脱衣服啊
ttskw00005128	等会脱裤子了哦
ttskw00005129	好朋友脱裤子
ttskw00005130	把屁股抬一下
ttskw00005131	茶叶擦前胸
ttskw00005132	擦干擦一个擦擦干
ttskw00005133	你先擦擦擦脸
ttskw00005134	啊洗洗脚泡泡脚
ttskw00005135	准备泡泡脚了哦
ttskw00005136	水温怎么样再泡一会儿啊
ttskw00005137	那就不用开那个浴霸啊
ttskw00005138	擦胸前什么五个通过不是两个队
ttskw00005139	水温可以吗水温可以吗水温可以
ttskw00005140	吃是吃擦胸前吃吃
ttskw00005141	吃擦擦脸
ttskw00005142	吃脱衣服是吃吃
